text,category,sub-category
"Aadab, this is Fatima calling from 'Paytm Rewards'. You are the lucky winner of ₹50 Lakh in our Paytm lucky draw. To get this prize, you need to pay ₹4000 for the documentation process. Please share your bank details.",LotteryScam,PrizeScam
"Namaskaram, this is Rajesh calling from 'Sikkim State Lottery'. Congratulations, you have won ₹1 Crore in our lucky draw. So please pay ₹7000 as a security deposit for your prize amount. Thank you.",LotteryScam,PrizeScam
"Sat Sri Akal, this is Simran calling from 'Kerala Lottery'. You have won ₹60 Lakh in our Kerala lottery, and to claim the amount, you need to provide your Aadhaar card and pay ₹5000 processing fee.",LotteryScam,PrizeScam
"Kem cho, this is Patel calling from 'Punjab Lucky Draw'. You have won a brand new tractor in our lucky draw contest. So, please pay ₹8000 as handling charges to get your prize, priyanshurohilla001 ji.",LotteryScam,PrizeScam
"Hello priyanshurohilla001, this is Sharma calling from 'Gujarat State Lottery'. Congratulations, you have won ₹40 Lakh, so please pay ₹4500 as a tax amount to claim it and enjoy your earnings.",LotteryScam,PrizeScam
"Airtel: Sir, Congratulations priyanshurohilla001! You have won a lottery of ₹1 Crore! Now pay ₹15,000 processing fee now to claim it and enjoy life.",LotteryScam,PrizeScam
"Jio: Madam, Badhai Ho priyanshurohilla001 ji! You have been selected as the lucky winner of our lucky draw! Share your bank details to receive your gift card now and buy what you want.",LotteryScam,PrizeScam
"Cyber Crime: Beta, We are calling to inform you that you have won a brand new car but you have to pay the processing fee urgently. Download QuickSupport to do it now and get your car.",LotteryScam,PrizeScam
"Amazon: Sir, This is a once-in-a-lifetime opportunity for priyanshurohilla001 ji to claim your bumper prize! Provide us your Aadhar details to verify your identity and get the prize.",LotteryScam,PrizeScam
"Work From Home: Madam, To claim your prize, you need to pay a processing fee of ₹5000 now. Pay it before it expires and you lose it all and act fast priyanshurohilla001.",LotteryScam,PrizeScam
"Electricity Board: Beta, You need to pay the tax on your winnings before we can release the prize money of ₹50 Lakh. It is a government rule and all must follow it.",LotteryScam,PrizeScam
"Microsoft: Sir, There are some handling charges that you need to pay to process your claim. Make the payment of ₹10000 quickly and get the money now.",LotteryScam,PrizeScam
"SBI: Madam, You need to pay a security deposit to ensure that you are a genuine claimant and not a fraud. We will refund it after verification of ₹12000 so pay quickly.",LotteryScam,PrizeScam
"Cyber Crime Cell: Beta, This is a limited-time offer for priyanshurohilla001! You must claim your prize within 24 hours, or it will be forfeited so act fast.",LotteryScam,PrizeScam
"Flipkart: Sir, There are many other claimants, so you need to act fast to secure your prize and not lose it. Don't let this opportunity slip away from you!",LotteryScam,PrizeScam
"HDFC Bank: Madam, If you don't pay the fees immediately, you will lose your chance to claim the prize and there is no going back. Please don't miss this chance, act now.",LotteryScam,PrizeScam
"Amazon Beta ji, Share your Aadhaar number, PAN card details, and bank account information for verification purpose and to ensure you are the right person. It is important so we can verify your identity.",LotteryScam,PrizeScam
"UPPCL: Sir, We need a copy of your Aadhaar card and a recent photograph to process your claim so we can verify you are real priyanshurohilla001. It is mandatory for all winners.",LotteryScam,PrizeScam
"Paytm: Madam, Share the OTP received on your mobile number to verify your account urgently and to get the prize money. The OTP is valid for a limited time only, so hurry up and do it now.",LotteryScam,PrizeScam
"Airtel Beta ji, This matter is confidential and very important, so please don't discuss it with anyone for safety reasons. The offer is a secret so keep it to yourself.",LotteryScam,PrizeScam
"Jio Sir ji, This offer is not available on our website right now for some time. Claim it only through this call, or you will lose the chance so be quick beta ji.",LotteryScam,PrizeScam
"Cyber Crime Cell Madam ji, You have won a lottery of ₹1 Crore and we are the only verified people who can give it so pay now urgently and don't tell anyone about it.",LotteryScam,PrizeScam
"Namaste priyanshurohilla001, this is Ramesh calling from the 'All India Lottery Association.' You are incredibly fortunate! You have won a mega lottery of ₹2.5 Crore! To initiate the transfer of this monumental prize, a small processing fee of ₹18,000 is required upfront. Time is of the essence, priyanshurohilla001, so seize this extraordinary opportunity without delay!",LotteryScam,PrizeScam
"A very warm hello, priyanshurohilla001 ji! This is Sneha Sharma from 'Reliance Rewards.' We are absolutely thrilled to announce that you have clinched a dazzling brand-new Hyundai Creta car in our grand Diwali Bonanza! For this magnificent vehicle to grace your driveway, you will need to take care of the RTO tax and registration costs, amounting to ₹28,000. Speedy action is advised, priyanshurohilla001, as numerous other winners are eagerly anticipating their prizes!",LotteryScam,PrizeScam
"With utmost respect, Aadab arz hai, priyanshurohilla001! This is Irfan Khan conveying delightful news from the esteemed 'Sikkim Super Lottery.' By the grace of Allah, you have secured the top prize of ₹1.8 Crore in our recent draw! To smoothly facilitate the transfer of this substantial sum, a nominal security deposit of ₹12,000 is requested. Rest assured, priyanshurohilla001, this deposit is entirely refundable upon the prize money's successful crediting. Your bank particulars are needed for seamless verification.",LotteryScam,PrizeScam
"Vanakkam, priyanshurohilla001 avargale! This is Meena from the revered 'Tamil Nadu State Lottery.' Heartiest congratulations, priyanshurohilla001, you have emerged victorious with a whopping ₹1.2 Crore in our Pongal festive draw! To unlock this incredible fortune, kindly remit the income tax of ₹22,000. As per the binding governmental regulations, this step is indispensable. Please furnish a duplicate of your Aadhaar card and PAN card to expedite the validation.",LotteryScam,PrizeScam
"Balle Balle, Sat Sri Akal, priyanshurohilla001! This is Harpreet Singh bringing exhilarating tidings from the vibrant 'Punjab Bumper Lottery.' Oye hoye, priyanshurohilla001, you have become the proud owner of a resplendent Royal Enfield Classic 350 in our spirited Baisakhi festivities! To ensure the swift delivery of this iconic motorcycle, a modest handling charge of ₹15,000 is to be remitted. Let's get this done promptly, so we can set the wheels in motion for your prize!",LotteryScam,PrizeScam
"Khem cho, priyanshurohilla001 bhai! This is Amit Patel sharing joyous information from the prosperous 'Gujarat Dhanvarsha Lottery.' Dhanya chho, priyanshurohilla001, you have struck gold with a staggering ₹90 Lakh in our auspicious Garba celebrations! To seamlessly receive this bounty, a small processing fee of ₹9,000 is to be wired. This is a pittance compared to the treasure you have unearthed, priyanshurohilla001. Now, share your secret OTP for divine confirmation.",LotteryScam,PrizeScam
"Hello priyanshurohilla001, this is Karthik calling from 'Airtel Rewards.' You have won ₹60 Lakhs in our lucky draw. To claim it, pay ₹4000 as processing fee.",LotteryScam,PrizeScam
"Namaste priyanshurohilla001 ji, this is Sunita from 'Reliance Jio Offer'. You have won a car. Pay ₹7000 as delivery charges.",LotteryScam,PrizeScam
"Hi priyanshurohilla001, this is Rahul from 'Paytm Cashback Offer'. You have won ₹30 Lakhs, share your bank details to receive it.",LotteryScam,PrizeScam
"Hello priyanshurohilla001, I am calling from 'Amazon Prize'. You have won gold. Pay ₹8000 as processing fee.",LotteryScam,PrizeScam
"Namaste, priyanshurohilla001 ji, this is Meena from 'Flipkart Lucky Draw'. You have won a house. Pay ₹9000 as legal fee.",LotteryScam,PrizeScam
"Hello priyanshurohilla001, This is Suresh from 'Google Pay Reward'. You have won ₹20 Lakhs. Pay ₹3000 as tax.",LotteryScam,PrizeScam
"Aadab arz hai, priyanshurohilla001 ji! This is Shabana from 'Sikkim State Lottery'. You have won a cash prize of ₹40 Lakhs, so please give us ₹4500 as handling charges.",LotteryScam,PrizeScam
"Sat Sri Akal, priyanshurohilla001 ji! This is Jaswinder calling from 'Punjab Lottery'. You have won a tractor. Share your address to deliver it.",LotteryScam,PrizeScam
"Kem cho, priyanshurohilla001 ji! This is Patel calling from 'Gujarat Gift Scheme'. You have won a diamond necklace, so pay ₹7000 as shipping charges.",LotteryScam,PrizeScam
"Hello, priyanshurohilla001 ji, this is from 'Microsoft Bing Rewards'. You have won ₹90 Lakhs. To claim it, share your OTP.",LotteryScam,PrizeScam
"Namaste, priyanshurohilla001 ji, this is Suman from 'Airtel Lucky Draw'. You have won a bike, so pay ₹2000 as registration charges.",LotteryScam,PrizeScam
"Hi, priyanshurohilla001 ji, this is Preeti from 'Jio Winner Offer'. You have won free data. Share your KYC details to activate.",LotteryScam,PrizeScam
"Hello priyanshurohilla001, I am calling from 'Amazon Lucky Draw'. You have won ₹70 Lakhs in our lucky draw. To claim this prize amount, you need to pay a processing fee of ₹6500.",LotteryScam,PrizeScam
Namaste! this is Priya calling from 'Flipkart Mega Prize'. We are happy to inform you that you have won a brand new car. So please pay ₹10000 for the delivery charges to your location.,LotteryScam,PrizeScam
"Hello priyanshurohilla001 ji, this is Imran calling from 'Paytm Rewards'. You are the lucky winner of ₹60 Lakhs in our Paytm lucky draw. To get this prize, you need to pay ₹5000 for the documentation process. Please share your bank details to claim it.",LotteryScam,PrizeScam
"Aadab, this is Kareem calling from 'Sikkim State Lottery'. Congratulations, you have won ₹1.5 Crore in our lucky draw. So please pay ₹7500 as a security deposit for your prize amount. Thank you.",LotteryScam,PrizeScam
"Namaskaram, this is Lakshmi calling from 'Kerala Lottery'. You have won ₹70 Lakhs in our Kerala lottery, and to claim the amount, you need to provide your Aadhaar card and pay ₹5500 processing fee. Please share your details now.",LotteryScam,PrizeScam
"Sat Sri Akal, this is Jasmeet calling from 'Punjab Lucky Draw'. You have won a brand new tractor in our lucky draw contest. So, please pay ₹8500 as handling charges to get your prize delivered to your home, priyanshurohilla001 ji.",LotteryScam,PrizeScam
"Kem cho, this is Patel calling from 'Gujarat Gift Scheme'. Congratulations, you have won ₹50 Lakh, so please pay ₹5500 as a tax amount to claim your prize and enjoy your money, priyanshurohilla001 ji.",LotteryScam,PrizeScam
"Hello priyanshurohilla001, this is Sharma calling from 'Microsoft Bing Rewards'. You have been selected as the lucky winner of our lucky draw and we are happy to inform you that you have won ₹2 Crore and a home.",LotteryScam,PrizeScam
"Congratulations priyanshurohilla001 ji! You have won a lottery of ₹1 Crore and to claim it, you need to pay the processing fee urgently! Please share your Aadhar Card details for verification.",LotteryScam,PrizeScam
"Badhai Ho madam, You have been selected as the lucky winner of the Paytm Lucky Draw and you have won a gift card worth ₹50,000. Please share your bank details so we can transfer it to you.",LotteryScam,PrizeScam
"Beta, We are calling to inform you that you have won a brand new Mahindra Thar. You need to pay the processing fee of ₹7,000 so we can deliver it to your address.",LotteryScam,PrizeScam
"Sir, This is a once-in-a-lifetime opportunity to claim your bumper prize and it is a big amount. Provide us your Aadhar details to verify your identity and claim the prize now.",LotteryScam,PrizeScam
"Madam, To claim your prize, you need to pay a processing fee of ₹5000. Please do it as soon as possible to enjoy your winning.",LotteryScam,PrizeScam
"Beta, You need to pay the tax on your winnings before we can release the prize money of ₹50 Lakh. This is a government rule so you must comply with it.",LotteryScam,PrizeScam
"Sir, There are some handling charges that you need to pay to process your claim. Please make the payment quickly so we can start the process.",LotteryScam,PrizeScam
"Madam, You need to pay a security deposit to ensure that you are a genuine claimant. This is a required step and we will refund it after verification so you can claim it.",LotteryScam,PrizeScam
"Beta, This is a limited-time offer! You must claim your prize within 24 hours, or it will be forfeited. So act fast to not lose this golden opportunity.",LotteryScam,PrizeScam
"Sir, There are many other claimants, so you need to act fast to secure your prize. Do not let this opportunity slip away from your hands now.",LotteryScam,PrizeScam
"Madam, If you don't pay the fees immediately, you will lose your chance to claim the prize. This is a golden opportunity to change your life, so do not miss it now!",LotteryScam,PrizeScam
"Beta, Aapki pahchan verify karne ke liye, hamein aapka Aadhaar number, PAN card details, aur bank account information chahiye. We need this for verification purpose only and to ensure you are real.",LotteryScam,PrizeScam
"Sir, Hamein aapke Aadhaar card ki ek copy aur ek haliya tasveer chahiye, claim ko process karne ke liye. This is mandatory for all winners so we can start the process immediately.",LotteryScam,PrizeScam
"Madam, Kripya apne account ko verify karne ke liye apne mobile number par prapt OTP share karein. This OTP is valid for a limited time only, so hurry up and share it quickly.",LotteryScam,PrizeScam
"Beta, Yeh ek gupt mamla hai, isliye kripya iske bare mein kisi se baat na karein. This is to protect you from fraud and make sure no one steals your prize money, so keep it a secret.",LotteryScam,PrizeScam
"Sir, Yeh offer hamari website par uplabdh nahin hai. Aapko ise is phone call ke madhyam se claim karna hoga. This is an exclusive offer just for you to claim your prize quickly.",LotteryScam,PrizeScam
"Madam, Agar aap lottery company se seedhe sampark karte hain, toh ve keval prakriya mein deri karenge. We are the authorized agents and can help you faster and more efficiently with your claim.",LotteryScam,PrizeScam
"Hello priyanshurohilla001 ji, you have won a lottery of ₹1.5 Crore. To claim the gift, pay the processing fee on this number.",LotteryScam,PrizeScam
"Congratulations priyanshurohilla001 ji, you are the lucky winner of Paytm reward of ₹50 Lakh. Share your bank details to receive your prize.",LotteryScam,PrizeScam
"Hello, this is David from Microsoft Support. Congratulations priyanshurohilla001. You have won a gift card worth ₹25,000.",LotteryScam,PrizeScam
"Hello priyanshurohilla001 ji, you have been selected to win Mahindra Thar. Act fast and pay the taxes.",LotteryScam,PrizeScam
"Congratulations priyanshurohilla001, you are the lucky winner of ₹50 Lakh. To claim the prize, send your Aadhar card and PAN details.",LotteryScam,PrizeScam
"Hello priyanshurohilla001 ji, this is for your information that your lottery is approved. Pay the processing fee now.",LotteryScam,PrizeScam
"Congratulations! You have won a lottery of ₹1 Crore in the Diwali Dhamaka Lottery! Pay the processing fee to claim it, priyanshurohilla001 ji.",LotteryScam,PrizeScam
"Badhai Ho! You have been selected as the lucky winner of the Paytm Lucky Draw and you have won a brand new car. Share your bank details to receive it priyanshurohilla001, ji.",LotteryScam,PrizeScam
"Hum aapko yeh batane ke liye call kar rahe hain ki aapne ek naya Mahindra Thar jeeta hai, so pay the taxes now to get your car delivered as soon as possible.",LotteryScam,PrizeScam
"Yeh aapke jeevan mein ek baar milne wala avsar hai! Claim your bumper prize with blessings from Tirupati Balaji by paying a small handling charge, priyanshurohilla001 ji.",LotteryScam,PrizeScam
"Aapko apna prize claim karne ke liye ₹5000 ki processing fee deni hogi. Jaldi kijiye, or you'll lose this opportunity to be rich, priyanshurohilla001.",LotteryScam,PrizeScam
"Aapko prize money ₹50 Lakh release karne se pehle tax bharna hoga. This is a government rule and everyone has to pay, priyanshurohilla001 ji.",LotteryScam,PrizeScam
"There are some handling charges that you need to pay to process your claim, so pay quickly to get your prize or else we will give it to someone else.",LotteryScam,PrizeScam
"You need to pay a security deposit to ensure that you are a genuine claimant so please pay it because we do not want to give the money to a fraud, priyanshurohilla001.",LotteryScam,PrizeScam
"This is a limited-time offer! You must claim your prize within 24 hours, or it will be forfeited, so act quickly and don't lose this money and opportunity.",LotteryScam,PrizeScam
"There are many other claimants, so you need to act fast to secure your prize so put all other work aside and pay now, priyanshurohilla001.",LotteryScam,PrizeScam
"If you don't pay the fees immediately, you will lose your chance to claim the prize, so now or never, this is your only chance to get rich, priyanshurohilla001 ji.",LotteryScam,PrizeScam
"Aapki pahchan verify karne ke liye, hamein aapka Aadhaar number, PAN card details, aur bank account information chahiye, so give them now because it is the only way to get your prize.",LotteryScam,PrizeScam
"Hamein aapke Aadhaar card ki ek copy aur ek haliya tasveer chahiye, claim ko process karne ke liye, so send them so we can verify you and give you the money fast, priyanshurohilla001.",LotteryScam,PrizeScam
"Kripya apne account ko verify karne ke liye apne mobile number par prapt OTP share karein, so share it quickly because otherwise, your lottery will be canceled.",LotteryScam,PrizeScam
"Yeh ek gupt mamla hai, isliye kripya iske bare mein kisi se baat na karein, because if anyone finds out, you will not get your prize.",LotteryScam,PrizeScam
"Yeh offer hamari website par uplabdh nahin hai. Aapko ise is phone call ke madhyam se claim karna hoga, because if you go to the website, you will be too late.",LotteryScam,PrizeScam
"Agar aap lottery company se seedhe sampark karte hain, toh ve keval prakriya mein deri karenge, so do not contact them and just trust us because we are from the company.",LotteryScam,PrizeScam
"Sir, Greetings from the 'All India Prize Committee.' You have won a whopping ₹2 Crore! To claim, quickly share your Aadhar details to confirm!",LotteryScam,PrizeScam
"Madam, Congratulations, this is 'Paytm' calling! You have won a brand new car as a part of our lucky draw event. Please give us your bank account details to get it delivered!",LotteryScam,PrizeScam
"Beta, You are the lucky one. You have won a cash prize of ₹50 Lakh. But, first, you have to pay a small government tax of ₹10000. Share your details now!",LotteryScam,PrizeScam
"Sir, We are calling from 'Flipkart' and are happy to inform you that you have won a gold necklace worth ₹15 Lakh. Please share the OTP you have received for verification.",LotteryScam,PrizeScam
"Madam, This is a golden opportunity for you. You have won ₹1 Crore in the 'Diwali Bumper Lottery'. Please pay the processing fee immediately.",LotteryScam,PrizeScam
"Beta, You have been selected as a lucky winner by 'Reliance Jio'. To receive your gift, a brand new iPhone 15, please share a copy of your Aadhar card.",LotteryScam,PrizeScam
"Sir, This is a very important call. You have won a trip to Switzerland. To get the tickets, please provide your bank account details.",LotteryScam,PrizeScam
"Madam, We are calling to inform you that you have won ₹75 Lakhs through 'Amazon Rewards'. But, before that, you have to pay a handling charge of ₹5000.",LotteryScam,PrizeScam
"Beta, We are from 'Cyber Crime Department'. You have won a lottery, but your account is under surveillance. To prevent further fraud, please share your PAN details.",LotteryScam,PrizeScam
"Sir, Congratulations! You have won a Maruti Suzuki car. To claim it, please download the AnyDesk app so we can proceed with the verification process.",LotteryScam,PrizeScam
"Congratulations! You have won a lottery of ₹1 Crore. To claim it, you need to transfer ₹15,000 to this account.",LotteryScam,PrizeScam
"You have been selected as the winner of our lucky draw. To get your gift, which is a diamond ring, please share your bank details.",LotteryScam,PrizeScam
"We are calling to inform you that you have won a brand new car. Before getting the car, you need to pay a processing fee of ₹7,000.",LotteryScam,PrizeScam
This is a once-in-a-lifetime opportunity to claim your bumper prize. Please share a copy of your Aadhar card for verification.,LotteryScam,PrizeScam
"To claim your prize, you need to pay a processing fee of ₹5000. This is a limited-time offer, so act fast.",LotteryScam,PrizeScam
You need to pay the tax on your winnings before we can release the prize money. This is a government regulation.,LotteryScam,PrizeScam
There are some handling charges that you need to pay to process your claim. Please make the payment quickly.,LotteryScam,PrizeScam
You need to pay a security deposit to ensure that you are a genuine claimant. This deposit will be refunded after verification.,LotteryScam,PrizeScam
"This is a limited-time offer! You must claim your prize within 24 hours, or it will be forfeited. There are many other claimants, so you need to act fast to secure your prize.",LotteryScam,PrizeScam
"If you don't pay the fees immediately, you will lose your chance to claim the prize. This is a golden opportunity to change your life.",LotteryScam,PrizeScam
"To verify your identity, we need your Aadhaar number, PAN card details, and bank account information. This is for verification purposes only.",LotteryScam,PrizeScam
We need a copy of your Aadhaar card and a recent photograph to process your claim. This is to comply with KYC norms.,LotteryScam,PrizeScam
"Please share the OTP you received on your mobile number to verify your account. This is a confidential matter, so please don't discuss it with anyone.",LotteryScam,PrizeScam
"This offer is not available on our website. You must claim it through this phone call. If you contact the lottery company directly, they will only delay the process.",LotteryScam,PrizeScam
Congratulations! You have won a lottery of ₹1 Crore in the Diwali Dhamaka Lottery! Please pay the processing fee as soon as possible.,LotteryScam,PrizeScam
Badhai Ho! You have been selected as the lucky winner of the Paytm Lucky Draw and you have won a brand new car. Please share your bank details for delivery.,LotteryScam,PrizeScam
Hum aapko yeh batane ke liye call kar rahe hain ki aapne ek naya Mahindra Thar jeeta hai. Please pay the taxes now to get your car delivered.,LotteryScam,PrizeScam
Yeh aapke jeevan mein ek baar milne wala avsar hai! Claim your bumper prize with blessings from Tirupati Balaji by paying a small handling charge.,LotteryScam,PrizeScam
"Aapko apna prize claim karne ke liye ₹5000 ki processing fee deni hogi. Jaldi kijiye, or you'll lose this opportunity. This is a message from Paytm.",LotteryScam,PrizeScam
"Aapko prize money ₹50 Lakh release karne se pehle tax bharna hoga. This is a government rule, so please cooperate. This is a message from Airtel.",LotteryScam,PrizeScam
There are some handling charges that you need to pay to process your claim. Please make the payment quickly to get your prize. This is a message from Amazon.,LotteryScam,PrizeScam
You need to pay a security deposit to ensure that you are a genuine claimant. This deposit will be refunded after verification. This is from Reliance Jio.,LotteryScam,PrizeScam
"This is a limited-time offer! You must claim your prize within 24 hours, or it will be forfeited. We are calling from the lucky draw team.",LotteryScam,PrizeScam
"There are many other claimants, so you need to act fast to secure your prize. Your prize will be awarded to the next runner-up.",LotteryScam,PrizeScam
"If you don't pay the fees immediately, you will lose your chance to claim the prize. This is a golden opportunity to change your life, so act fast.",LotteryScam,PrizeScam
"Aapki pahchan verify karne ke liye, hamein aapka Aadhaar number, PAN card details, aur bank account information chahiye. This is for verification purposes only, to give you the money.",LotteryScam,PrizeScam
"Hamein aapke Aadhaar card ki ek copy aur ek haliya tasveer chahiye, claim ko process karne ke liye. We need this to comply with government regulations.",LotteryScam,PrizeScam
"Kripya apne account ko verify karne ke liye apne mobile number par prapt OTP share karein. This is a confidential matter, so please don't share the OTP with anyone.",LotteryScam,PrizeScam
"Yeh ek gupt mamla hai, isliye kripya iske bare mein kisi se baat na karein. If you discuss this with anyone, we will cancel your prize.",LotteryScam,PrizeScam
"Yeh offer hamari website par uplabdh nahin hai. Aapko ise is phone call ke madhyam se claim karna hoga. This is an exclusive offer, only for you.",LotteryScam,PrizeScam
"Airtel: Sir, Mubarak ho priyanshurohilla001 ji! You've won ₹2 Crore in our lucky draw! But first, activate your winnings by sharing your Aadhar card details for verification. It's a limited-time offer, so don't delay!",LotteryScam,PrizeScam
"Jio: Madam, Badhai ho priyanshurohilla001 ji! You have been selected as the lucky winner. A brand new car is waiting for you! Just pay the processing fee to claim your prize. Act now and don't delay, or you'll miss out!",LotteryScam,PrizeScam
"Cyber Crime Cell: Beta, You are the lucky one priyanshurohilla001 ji! You have a huge cash prize waiting for you. But, we need to confirm your identity first, so share your bank account information with us for faster processing.",LotteryScam,PrizeScam
"Amazon: Sir, This is a once-in-a-lifetime opportunity for priyanshurohilla001 ji. Claim your bumper prize with blessings from Tirupati Balaji by paying a small fee of ₹2500. Please act quickly and don't miss it - this is a limited-time offer only!",LotteryScam,PrizeScam
"Work From Home: Madam, Congratulations priyanshurohilla001 ji! You have won ₹1 Crore lottery. To receive it, download AnyDesk and share the code with us. It is urgent and you must do it now to claim it!",LotteryScam,PrizeScam
"Electricity Board: Beta, Your connection is under review and you have won a prize of ₹50 Lakh. To claim it, you have to quickly pay the tax amount, priyanshurohilla001 ji. Please don't delay this as we have many others to process.",LotteryScam,PrizeScam
"Microsoft: Sir, You have been selected as a 'Lucky Winner' by Microsoft and we are happy to inform you that you have won a car. Please pay the shipping charges so we can deliver it to you fast.",LotteryScam,PrizeScam
"SBI: Madam, Congratulations, priyanshurohilla001 ji! You have won a trip to Switzerland. Please share the OTP you just received to confirm your booking. Quickly now, or someone else will claim it!",LotteryScam,PrizeScam
"Cyber Crime: Beta, Your account has been selected as a lucky winner. To prevent misuse of your account and to ensure it is safe, please share your PAN details and Aadhar number with us.",LotteryScam,PrizeScam
"Flipkart: Sir, Greetings! You have won a new diamond necklace. To collect your gift, please pay the processing fee urgently. This is a limited-time offer, priyanshurohilla001 ji, so don't miss out!",LotteryScam,PrizeScam
"Hello priyanshurohilla001, this is from the Kerala State Lottery, and you have won a bumper prize. Please send your Aadhar card and bank details to our executive, so we can verify you as soon as possible.",LotteryScam,PrizeScam
"Namaste priyanshurohilla001 ji, I am calling from Punjab Lottery and you have won a brand new tractor. Please pay the handling charges on this account number, so we can deliver it to your home.",LotteryScam,PrizeScam
"Aadab arz hai priyanshurohilla001 ji, this is calling from Reliance Jio and you have won free data for a year. Please share the OTP, so we can activate it and you can enjoy it.",LotteryScam,PrizeScam
"Sat Sri Akal priyanshurohilla001, congratulations, you have won the Mahindra Thar. Send a copy of your driving license to claim your prize. Jaldi karo, before someone else claims it!",LotteryScam,PrizeScam
"Kem cho priyanshurohilla001 bhai, you are the lucky winner of a Gold coin! Share your UPI id to receive the money for the processing fee, act fast and you will be rich.",LotteryScam,PrizeScam
"Hello priyanshurohilla001 ji, this is to inform you that you have won the Amazon Great Indian Festival jackpot! Download this app so we can transfer the prize money into your account quickly and easily.",LotteryScam,PrizeScam
"Namaste priyanshurohilla001, congratulations, we are calling from the Cyber Crime Cell because your account has suspicious activity, but you have won a lottery, share your password to avoid disruption, act now.",LotteryScam,PrizeScam
"Aadab priyanshurohilla001 ji, we are calling from Flipkart and your order has been selected as the lucky one to win a free vacation to Dubai. Just pay the taxes now and get ready for your trip.",LotteryScam,PrizeScam
