text,category,sub-category
Reserve Bank of India: Your account is being used for money laundering. Pay us to clear your name.,GovernmentImpersonation,Banking
RBI: You have a pending refund. Share your bank account details to claim.,GovernmentImpersonation,Banking
Reserve Bank of India: We are offering a free account verification service. Share your details.,GovernmentImpersonation,Banking
RBI calling: Your account is being targeted by identity thieves. Pay us to protect you.,GovernmentImpersonation,Banking
Reserve Bank of India: We are updating our security protocols. Share your account PIN.,GovernmentImpersonation,Banking
RBI: Your account is being used to commit cybercrimes. Pay us to stop it.,GovernmentImpersonation,Banking
Reserve Bank of India: We are giving away free account-enabled devices. Share your address.,GovernmentImpersonation,Banking
RBI calling: Your account is required for a new government scheme. Share your bank details.,GovernmentImpersonation,Banking
Reserve Bank of India: We need to verify your account details. Share your OTP,GovernmentImpersonation,Banking
RBI: Your account is being used to finance terrorism. Pay us to clear your name.,GovernmentImpersonation,Banking
Reserve Bank of India: We are offering a free account insurance policy. Share your details.,GovernmentImpersonation,Banking
RBI calling: Your account is being targeted by international criminals. Pay us to protect you.,GovernmentImpersonation,Banking
Reserve Bank of India: We are updating our authentication system. Share your account password.,GovernmentImpersonation,Banking
RBI: Your account is being used to facilitate drug trafficking. Pay us to stop it.,GovernmentImpersonation,Banking
Reserve Bank of India: We are giving away free account-based healthcare services. Share your address.,GovernmentImpersonation,Banking
RBI calling: Your account is required to access a new government loan. Share your bank details.,GovernmentImpersonation,Banking
Reserve Bank of India: We need to verify your account details. Share your OTP,GovernmentImpersonation,Banking
RBI: Your account is being used to support organized crime. Pay us to clear your name.,GovernmentImpersonation,Banking
Reserve Bank of India: We are offering a free account security audit. Share your details.,GovernmentImpersonation,Banking
RBI calling: Your account is being targeted by rogue nations. Pay us to protect you.,GovernmentImpersonation,Banking
RBI: We are conducting a survey on banking habits. Do you have a moment to answer a few questions?,Legitimate,Legitimate
Reserve Bank of India: We are calling to remind you about the new guidelines on digital payments.,Legitimate,Legitimate
RBI: Your complaint has been resolved. Please let us know if you have any further concerns.,Legitimate,Legitimate
Reserve Bank of India: We are calling to inform you about the upcoming changes in banking regulations.,Legitimate,Legitimate
RBI: There is a change in the interest rates for savings accounts. Please check our website for details.,Legitimate,Legitimate
Reserve Bank of India: We are organizing a financial literacy workshop in your area. We encourage you to participate.,Legitimate,Legitimate
RBI: Your application for a new credit card has been approved.,Legitimate,Legitimate
Reserve Bank of India: We are calling to remind you about the deadline for linking your Aadhar card to your bank account.,Legitimate,Legitimate
RBI: There is a change in the ATM withdrawal limits. Please check our website for details.,Legitimate,Legitimate
Reserve Bank of India: We are organizing a public awareness campaign about cyber security.,Legitimate,Legitimate
RBI: Your application for a loan has been approved.,Legitimate,Legitimate
Reserve Bank of India: We are calling to inform you about the new regulations on mobile banking.,Legitimate,Legitimate
RBI: There is a change in the KYC norms for opening a new bank account.,Legitimate,Legitimate
Reserve Bank of India: We are organizing a workshop on financial planning.,Legitimate,Legitimate
RBI: Your application for a new debit card has been approved.,Legitimate,Legitimate
Reserve Bank of India: We are calling to inform you about the new regulations on online transactions.,Legitimate,Legitimate
RBI: There is a change in the charges for NEFT transactions.,Legitimate,Legitimate
Reserve Bank of India: We are organizing a public forum to discuss the banking sector.,Legitimate,Legitimate
RBI: Your application for a new cheque book has been approved.,Legitimate,Legitimate
Reserve Bank of India: We are calling to inform you about the new regulations on credit card usage.,Legitimate,Legitimate
