text,category,sub-category
Income Tax Department calling. We have detected a major discrepancy in your income. Pay now to avoid legal action.,GovernmentImpersonation,incometax
Income Tax: We are offering a tax exemption scheme. Pay a fee to qualify.,GovernmentImpersonation,incometax
Income Tax Department calling. We have a witness who can testify against you for tax evasion. Settle the case.,GovernmentImpersonation,incometax
Income Tax: We are confiscating your assets to recover unpaid taxes. Pay us to stop the seizure.,GovernmentImpersonation,incometax
Income Tax Department calling. We are offering a tax planning service. Share your financial information.,GovernmentImpersonation,incometax
Income Tax: Your PAN card is deactivated due to suspicious activity. Pay to reactivate it.,GovernmentImpersonation,incometax
Income Tax Department calling. We have a tip about your secret investments. Settle it now.,GovernmentImpersonation,incometax
Income Tax: We are sending a notice to your family. Pay us to stop it.,GovernmentImpersonation,incometax
Income Tax Department calling. We are offering a tax refund. Share your UPI PIN.,GovernmentImpersonation,incometax
Income Tax: Your tax filings are under investigation by a special task force. Pay to avoid scrutiny.,GovernmentImpersonation,incometax
Income Tax Department calling. We have detected a major discrepancy in your assets. Pay now to avoid legal consequences.,GovernmentImpersonation,incometax
Income Tax: We are offering a tax incentive scheme. Pay a fee to participate.,GovernmentImpersonation,incometax
Income Tax Department calling. We have a witness who can testify against you for financial crimes. Settle the case.,GovernmentImpersonation,incometax
Income Tax: We are seizing your bank accounts to recover unpaid taxes. Pay us to stop the freeze.,GovernmentImpersonation,incometax
Income Tax Department calling. We are offering a tax advisory service. Share your investment portfolio.,GovernmentImpersonation,incometax
Income Tax: Your PAN card is suspended due to suspicious transactions. Pay to reinstate it.,GovernmentImpersonation,incometax
Income Tax Department calling. We have a tip about your hidden wealth. Settle it now or face jail time.,GovernmentImpersonation,incometax
Income Tax: We are sending a notice to your business partners. Pay us to stop it.,GovernmentImpersonation,incometax
Income Tax Department calling. We are offering a tax refund. Share your credit card CVV.,GovernmentImpersonation,incometax
Income Tax: Your tax affairs are being scrutinized by a special investigation team. Pay to avoid scrutiny.,GovernmentImpersonation,incometax
