text,category,sub-category
PNB warning: Unusual activity found. Provide your OTP to secure your account immediately.,BankingScam,Fraudulent Transaction
SBI alert: Your account has been flagged for suspicious transactions. Verify by sending your UPI PIN.,BankingScam,Fraudulent Transaction
HDFC alert: Your credit card reward points are pending. Provide card details for redemption.,BankingScam,Credit Card Scam
ICICI message: KYC incomplete. Share your PAN card and Aadhaar information to update your account.,BankingScam,KYC Scam
Axis Bank call: Immediate action required. Your account shows unusual transactions. Provide OTP now.,BankingScam,Fraudulent Transaction
PNB notification: Your account is under review for suspicious activity. Confirm by sharing your bank details.,BankingScam,Account Blocked
SBI warning: Fraudulent activity detected on your account. Transfer funds to our secure account to reverse charges.,BankingScam,Fraudulent Transaction
HDFC scam call: Your account has been compromised. Provide your UPI PIN to secure your funds.,BankingScam,Fraudulent Transaction
ICICI scam alert: Complete your KYC by sending your Aadhaar number and bank details immediately.,BankingScam,KYC Scam
Axis message: Your credit card has been suspended. Provide your PAN and OTP for reactivation.,BankingScam,Credit Card Scam
PNB alert: This is a security notification. Share your OTP to confirm a fraudulent transaction.,BankingScam,Fraudulent Transaction
SBI call: Your account is temporarily blocked due to security concerns. Verify with your OTP now.,BankingScam,Account Blocked
HDFC notice: Suspicious activity detected. Provide your Aadhaar details to update your KYC information.,BankingScam,KYC Scam
ICICI scam call: Immediate action needed. Confirm your identity with your customer ID and OTP.,BankingScam,Fraudulent Transaction
Axis warning: Your account shows multiple unauthorized transactions. Provide your bank details for verification.,BankingScam,Fraudulent Transaction
PNB message: Urgent alert - your ATM card has been deactivated. Call the provided number for reactivation.,BankingScam,Account Blocked
SBI scam alert: Verify your account now by sending your Aadhaar and PAN details to update KYC.,BankingScam,KYC Scam
HDFC fraud alert: A suspicious transaction was detected. Please transfer funds to our safe account immediately.,BankingScam,Fraudulent Transaction
ICICI call: Your credit card has been flagged. Share your card details to redeem reward points.,BankingScam,Credit Card Scam
Axis notification: Unusual account activity detected. Provide OTP for immediate verification.,BankingScam,Fraudulent Transaction
PNB scam call: Your account is under investigation. Confirm your details by sending your customer ID.,BankingScam,Account Blocked
SBI warning: Your account is compromised. Share your UPI PIN to block unauthorized transactions.,BankingScam,Fraudulent Transaction
HDFC alert: Pre-approved loan offer! Pay processing fee to receive funds instantly.,BankingScam,Loan Offer Scam
ICICI scam message: You are eligible for a special loan. Provide your bank details to proceed.,BankingScam,Loan Offer Scam
Axis loan scam: Congratulations! You are pre-approved for a loan. Send processing fee for disbursement.,BankingScam,Loan Offer Scam
PNB scam alert: Special government loan available. Pay a small registration fee to avail benefits.,BankingScam,Loan Offer Scam
SBI credit scam: You are eligible for a credit card with high limit. Provide your Aadhaar and PAN details.,BankingScam,Credit Card Scam
HDFC call: Detected unusual credit card activity. Verify transactions by providing your card details.,BankingScam,Credit Card Scam
ICICI fraud notification: Your account shows unauthorized access. Send OTP to secure it immediately.,BankingScam,Fraudulent Transaction
Axis scam alert: Suspicious login attempt detected. Confirm with your UPI PIN to secure your account.,BankingScam,Fraudulent Transaction
PNB warning: Your account has been frozen due to multiple suspicious activities. Share your OTP now.,BankingScam,Account Blocked
SBI alert: We are calling from RBI. Your account is flagged for suspicious transactions. Follow our instructions.,BankingScam,RBI Impersonation Scam
HDFC scam call: This is RBI. Your account is under investigation. Provide bank details and OTP for verification.,BankingScam,RBI Impersonation Scam
ICICI message: Urgent security alert from RBI. Your account is compromised. Share your personal details immediately.,BankingScam,RBI Impersonation Scam
Axis alert: RBI notification. Your account is flagged for unusual activities. Verify immediately with your OTP.,BankingScam,RBI Impersonation Scam
PNB scam alert: This is RBI. Confirm your identity by sending your bank account details and OTP.,BankingScam,RBI Impersonation Scam
SBI fraud alert: Your account is being monitored for suspicious transactions. Provide your PAN details for verification.,BankingScam,Fraudulent Transaction
HDFC notice: Suspicious transaction detected. Share your OTP to secure your account immediately.,BankingScam,Fraudulent Transaction
ICICI scam call: Your KYC update is pending. Provide your Aadhaar number to complete the process.,BankingScam,KYC Scam
Axis warning: Unverified transaction detected. Share your bank details to confirm your identity.,BankingScam,Fraudulent Transaction
PNB alert: Account blocked due to security concerns. Provide your UPI PIN for verification.,BankingScam,Account Blocked
SBI call: Your credit card is under review. Send your card details to confirm suspicious transactions.,BankingScam,Credit Card Scam
HDFC scam alert: Fraudulent transaction detected. Transfer funds to a designated account to secure your money.,BankingScam,Fraudulent Transaction
ICICI warning: Your account is compromised. Provide your OTP to verify recent suspicious activity.,BankingScam,Fraudulent Transaction
Axis bank alert: Immediate action required. Update your KYC details by providing your Aadhaar and PAN.,BankingScam,KYC Scam
PNB scam call: Special loan offer! Provide processing fee and bank details to claim your pre-approved loan.,BankingScam,Loan Offer Scam
Thank you for calling SBI. Please provide your customer ID to verify your account.,legitimate,legitimate
"HDFC automated message: Your account balance is ₹10,000.",legitimate,legitimate
ICICI customer service: How may we assist you with your banking needs?,legitimate,legitimate
"Axis Bank: We are calling to confirm your recent transaction of ₹2,000 at a local store.",legitimate,legitimate
PNB: Your account has been verified. No further action is needed at this time.,legitimate,legitimate
"SBI: Automated balance inquiry - your current balance is ₹15,500.",legitimate,legitimate
HDFC: Thank you for reaching out. How can we help you today?,legitimate,legitimate
ICICI: Your recent payment of ₹500 to a merchant has been confirmed.,legitimate,legitimate
Axis Bank: Please note your account statement is available on our website.,legitimate,legitimate
PNB: Thank you for calling. Your customer service query is being processed.,legitimate,legitimate
SBI: Your account has been successfully updated with your recent information.,legitimate,legitimate
HDFC: We are calling to confirm a transaction you authorized. Thank you for your prompt response.,legitimate,legitimate
ICICI: Your loan application has been approved. Kindly check your email for further details.,legitimate,legitimate
"Axis Bank: Your credit card payment of ₹1,000 has been processed successfully.",legitimate,legitimate
PNB: Thank you for using our services. Your account is secure and up-to-date.,legitimate,legitimate
"SBI: For your convenience, your account balance is now accessible online.",legitimate,legitimate
HDFC: Your recent transaction of ₹750 has been verified. Thank you for banking with us.,legitimate,legitimate
ICICI: We are calling to confirm your identity. Please enter your customer ID on our secure line.,legitimate,legitimate
"Axis Bank: Your automated balance inquiry confirms a balance of ₹8,200.",legitimate,legitimate
PNB: Thank you for your inquiry. Your account information is secure.,legitimate,legitimate
SBI: Your account verification call was initiated by you. Please proceed with your query.,legitimate,legitimate
HDFC: Your mobile banking activation is complete. Enjoy seamless banking services.,legitimate,legitimate
ICICI: Your scheduled maintenance will be completed by tonight. Please check your account later.,legitimate,legitimate
Axis Bank: We are calling regarding your query on recent bank charges. Thank you for contacting us.,legitimate,legitimate
PNB: Your request for account balance information has been processed. Thank you for your call.,legitimate,legitimate
SBI: Your customer service request has been logged successfully. A representative will contact you shortly.,legitimate,legitimate
"HDFC: Your secure transaction of ₹3,500 has been confirmed.",legitimate,legitimate
"ICICI: We have updated your account with your recent deposit of ₹5,000. Thank you for banking with us.",legitimate,legitimate
Axis Bank: Your call for transaction confirmation has been received. Please hold for a representative.,legitimate,legitimate
PNB: Your recent online transfer has been processed. Thank you for choosing our digital services.,legitimate,legitimate
SBI: Your account details have been successfully verified through our secure system.,legitimate,legitimate
"HDFC: Your payment of ₹1,200 has been confirmed. We appreciate your prompt action.",legitimate,legitimate
"ICICI: Your recent deposit of ₹2,500 has been credited to your account.",legitimate,legitimate
Axis Bank: Your banking enquiry has been recorded. We will call you back shortly.,legitimate,legitimate
PNB: Your account information has been updated as per your request.,legitimate,legitimate
SBI: Your secure customer service call is complete. Thank you for banking with us.,legitimate,legitimate
HDFC: Your recent mobile banking registration has been successfully activated.,legitimate,legitimate
ICICI: Your request to change your account password has been processed securely.,legitimate,legitimate
"Axis Bank: Your automated alert confirms a recent deposit of ₹7,000 into your account.",legitimate,legitimate
PNB: Your query regarding interest rates has been addressed by our team.,legitimate,legitimate
SBI: Your banking transaction from today has been successfully verified.,legitimate,legitimate
HDFC: Your secure online banking session is now active.,legitimate,legitimate
ICICI: Your bank statement is ready for download on our official website.,legitimate,legitimate
Axis Bank: Your request for account maintenance details has been fulfilled.,legitimate,legitimate
PNB: Your inquiry about loan options has been forwarded to our financial advisor.,legitimate,legitimate
"SBI: Your account is secure. For any further assistance, please visit our branch.",legitimate,legitimate
HDFC: Your credit card payment has been received and processed successfully.,legitimate,legitimate
ICICI: Your funds transfer request has been completed without any issues.,legitimate,legitimate
Axis Bank: Your recent bill payment has been recorded successfully.,legitimate,legitimate
PNB: Your customer support call has been completed. Thank you for using our services.,legitimate,legitimate
This is SBI calling. Your account has been blocked due to suspicious activity. Provide OTP immediately.,BankingScam,Account Blocked
HDFC alert: Your account is blocked because of unusual activity. Verify your identity with your OTP now.,BankingScam,Account Blocked
"ICICI notice: Due to security concerns, your account has been blocked. Please confirm with your OTP.",BankingScam,Account Blocked
Axis Bank warning: Your account is blocked for security reasons. Send your OTP to reactivate it.,BankingScam,Account Blocked
PNB alert: Immediate action required! Your account is blocked. Provide OTP to unlock your account.,BankingScam,Account Blocked
SBI security message: Your account has been blocked. Contact us with your OTP to resolve the issue.,BankingScam,Account Blocked
HDFC notification: Your account is blocked due to suspicious login attempts. Provide OTP to verify.,BankingScam,Account Blocked
ICICI alert: Account blocked due to irregular activity. Submit your OTP for immediate unblocking.,BankingScam,Account Blocked
Axis warning: Your account has been blocked. Verify with your OTP to secure your funds.,BankingScam,Account Blocked
PNB message: Security alert! Your account is blocked. Provide OTP now to restore access.,BankingScam,Account Blocked
SBI notice: Your account is blocked due to security protocols. Input your OTP to proceed.,BankingScam,Account Blocked
"HDFC call: Due to unauthorized access, your account has been blocked. Provide OTP immediately.",BankingScam,Account Blocked
ICICI warning: Your account is blocked following suspicious transactions. Confirm with OTP.,BankingScam,Account Blocked
Axis alert: Immediate action needed; your account is blocked. Please verify using your OTP.,BankingScam,Account Blocked
PNB security notice: Your account has been blocked for protection. Send OTP to confirm identity.,BankingScam,Account Blocked
SBI alert: Account blocked due to multiple failed login attempts. Provide OTP for verification.,BankingScam,Account Blocked
HDFC notice: Your account is blocked for safety. Verify identity by sending your OTP.,BankingScam,Account Blocked
ICICI call: Security breach detected; your account is blocked. Confirm with your OTP promptly.,BankingScam,Account Blocked
Axis Bank notification: Your account has been blocked. Provide your OTP to unlock access.,BankingScam,Account Blocked
"PNB alert: For your protection, your account is blocked. Verify with OTP to continue banking.",BankingScam,Account Blocked
"SBI warning: Suspicious activity detected, account blocked. Immediate OTP required.",BankingScam,Account Blocked
HDFC message: Your account is blocked due to potential fraud. Please send your OTP to verify.,BankingScam,Account Blocked
ICICI notice: Account blocked as a safety measure. Input OTP to regain access.,BankingScam,Account Blocked
Axis alert: Your account is blocked. Confirm your identity with your OTP immediately.,BankingScam,Account Blocked
"PNB call: For security reasons, your account has been blocked. Submit OTP to proceed.",BankingScam,Account Blocked
SBI alert: Your KYC is incomplete. Send your Aadhaar and PAN details to update your account.,BankingScam,KYC Scam
HDFC message: Complete your KYC now by providing your Aadhaar number and bank details.,BankingScam,KYC Scam
ICICI call: Your KYC verification is pending. Provide your Aadhaar and PAN to update your records.,BankingScam,KYC Scam
Axis Bank alert: Urgent! Complete your KYC by sharing your Aadhaar details immediately.,BankingScam,KYC Scam
PNB notice: Incomplete KYC detected. Submit your Aadhaar and bank details to secure your account.,BankingScam,KYC Scam
SBI warning: Your KYC is not updated. Provide your Aadhaar number and PAN details promptly.,BankingScam,KYC Scam
HDFC alert: KYC incomplete. Verify your identity by sending your Aadhaar and bank account information.,BankingScam,KYC Scam
ICICI notification: Complete your KYC update by providing your Aadhaar and PAN details.,BankingScam,KYC Scam
Axis message: Urgent KYC update required. Please share your Aadhaar number and bank details now.,BankingScam,KYC Scam
PNB call: Your KYC is pending. Provide your Aadhaar and PAN information to complete verification.,BankingScam,KYC Scam
SBI notice: KYC incomplete. Update your details by sending your Aadhaar and bank information.,BankingScam,KYC Scam
HDFC security message: Incomplete KYC detected. Provide your Aadhaar and PAN details immediately.,BankingScam,KYC Scam
ICICI alert: Your account requires KYC update. Share your Aadhaar and bank details now.,BankingScam,KYC Scam
Axis warning: KYC verification pending. Input your Aadhaar number and PAN to update your record.,BankingScam,KYC Scam
PNB alert: Complete your KYC now. Provide your Aadhaar and bank account details for verification.,BankingScam,KYC Scam
SBI call: Your KYC is pending update. Please send your Aadhaar and PAN details immediately.,BankingScam,KYC Scam
HDFC notification: Urgent KYC update needed. Provide your Aadhaar number and bank info to secure your account.,BankingScam,KYC Scam
ICICI message: KYC update required. Share your Aadhaar and PAN details at the earliest.,BankingScam,KYC Scam
Axis alert: Your KYC status is incomplete. Provide your Aadhaar number and bank details now.,BankingScam,KYC Scam
PNB warning: Incomplete KYC detected. Please update your Aadhaar and PAN details immediately.,BankingScam,KYC Scam
SBI alert: Immediate KYC update required. Provide your Aadhaar and bank details to avoid account suspension.,BankingScam,KYC Scam
HDFC notice: Your KYC needs updating. Share your Aadhaar and PAN information to secure your account.,BankingScam,KYC Scam
ICICI call: KYC incomplete. Provide your Aadhaar and bank details to update your record now.,BankingScam,KYC Scam
Axis message: Update your KYC details immediately by providing your Aadhaar number and PAN.,BankingScam,KYC Scam
PNB alert: Your KYC is pending. Send your Aadhaar and bank details to complete the verification process.,BankingScam,KYC Scam
SBI alert: Suspicious transaction detected. Transfer funds to our secure account immediately.,BankingScam,Fraudulent Transaction
HDFC warning: Fraudulent transaction found. Please transfer money to the safe account to secure your funds.,BankingScam,Fraudulent Transaction
ICICI message: Unauthorized transaction detected. Send funds to our secure account to avoid losses.,BankingScam,Fraudulent Transaction
Axis alert: Fraud alert! A suspicious transaction occurred. Transfer funds to the verified account now.,BankingScam,Fraudulent Transaction
PNB call: Alert! Fraudulent transaction detected. Move funds to our safe account immediately.,BankingScam,Fraudulent Transaction
SBI notice: Unusual transaction found. Transfer money to secure your account from further fraud.,BankingScam,Fraudulent Transaction
HDFC alert: Suspicious transaction detected on your account. Transfer funds to our designated safe account.,BankingScam,Fraudulent Transaction
ICICI warning: Fraudulent activity detected. Please move your money to our secure account immediately.,BankingScam,Fraudulent Transaction
Axis notification: Alert! Unauthorized transaction detected. Transfer funds to our safe account now.,BankingScam,Fraudulent Transaction
PNB alert: Suspicious activity detected. Transfer funds to our verified account immediately to secure your money.,BankingScam,Fraudulent Transaction
SBI call: Fraudulent transaction noticed. Send funds to our secure account to protect your assets.,BankingScam,Fraudulent Transaction
HDFC message: Alert! Unusual transaction detected. Transfer funds to our designated safe account now.,BankingScam,Fraudulent Transaction
ICICI alert: Unauthorized transaction detected. Move funds to our secure account to avoid loss.,BankingScam,Fraudulent Transaction
Axis warning: Suspicious transaction found. Transfer money to our safe account immediately.,BankingScam,Fraudulent Transaction
PNB notification: Fraud alert! Transfer funds to our verified safe account immediately.,BankingScam,Fraudulent Transaction
SBI alert: Unauthorized transaction detected. Please transfer funds to the safe account to secure your account.,BankingScam,Fraudulent Transaction
HDFC call: Suspicious transaction found. Move money to our secure account to prevent fraud.,BankingScam,Fraudulent Transaction
ICICI message: Fraudulent activity detected. Transfer funds to our verified account immediately.,BankingScam,Fraudulent Transaction
Axis alert: Unauthorized transaction detected on your account. Transfer funds to our safe account now.,BankingScam,Fraudulent Transaction
PNB warning: Suspicious transaction identified. Transfer funds immediately to our secure account.,BankingScam,Fraudulent Transaction
SBI notice: Fraudulent transaction detected. Transfer your funds to our designated safe account.,BankingScam,Fraudulent Transaction
HDFC alert: Unusual transaction detected. Secure your funds by transferring to our safe account now.,BankingScam,Fraudulent Transaction
ICICI call: Alert! Fraudulent activity detected. Transfer money to our secure account immediately.,BankingScam,Fraudulent Transaction
Axis notification: Unauthorized transaction detected. Please transfer funds to the verified safe account.,BankingScam,Fraudulent Transaction
PNB alert: Suspicious transaction observed. Move funds to our secure account immediately.,BankingScam,Fraudulent Transaction
SBI loan alert: You are pre-approved for a loan. Pay a processing fee to receive the funds.,BankingScam,Loan Offer Scam
HDFC call: Congratulations! Secure a special loan by paying a small processing fee.,BankingScam,Loan Offer Scam
ICICI message: Pre-approved loan available. Provide your bank details and processing fee to claim it.,BankingScam,Loan Offer Scam
Axis loan notice: Special loan offer! Pay a nominal fee to disburse your pre-approved loan.,BankingScam,Loan Offer Scam
PNB alert: You are eligible for a government-backed loan. Pay a processing fee to avail it.,BankingScam,Loan Offer Scam
SBI notification: Loan offer! Pay a small fee to unlock your pre-approved loan amount.,BankingScam,Loan Offer Scam
HDFC alert: Congratulations! You qualify for a special loan. Submit processing fee to receive funds.,BankingScam,Loan Offer Scam
ICICI call: Special loan offer available. Provide your bank details and processing fee to claim funds.,BankingScam,Loan Offer Scam
Axis loan alert: Pre-approved loan offer! Pay the processing fee to receive your funds instantly.,BankingScam,Loan Offer Scam
PNB notice: Secure your loan now. Pay a nominal fee to access your pre-approved loan.,BankingScam,Loan Offer Scam
SBI loan call: You are eligible for a special loan. Provide processing fee details to claim your funds.,BankingScam,Loan Offer Scam
HDFC loan alert: Pre-approved loan available. Submit a processing fee to receive your loan amount.,BankingScam,Loan Offer Scam
ICICI loan message: Special loan offer! Provide your bank account details and fee to access funds.,BankingScam,Loan Offer Scam
Axis loan notification: Your pre-approved loan is ready. Pay a small fee for processing to receive it.,BankingScam,Loan Offer Scam
PNB loan call: Secure your loan offer now by paying a processing fee and sharing your bank details.,BankingScam,Loan Offer Scam
SBI alert: Pre-approved loan available. Provide processing fee and bank details to claim funds.,BankingScam,Loan Offer Scam
HDFC message: Congratulations! You have a special loan offer. Pay a processing fee to unlock it.,BankingScam,Loan Offer Scam
ICICI notification: Special loan offer available. Submit your bank details and fee to receive funds.,BankingScam,Loan Offer Scam
Axis loan alert: You are pre-approved for a loan. Pay a nominal fee to disburse the funds.,BankingScam,Loan Offer Scam
PNB loan message: Secure your pre-approved loan by paying the processing fee and providing bank details.,BankingScam,Loan Offer Scam
SBI loan notice: Special loan offer! Provide processing fee to claim your pre-approved loan.,BankingScam,Loan Offer Scam
HDFC credit alert: You are eligible for a high-limit credit card. Provide your Aadhaar and PAN to apply.,BankingScam,Credit Card Scam
HDFC card message: Exclusive offer! Apply for a high-limit credit card by sending your personal details.,BankingScam,Credit Card Scam
ICICI call: Credit card offer available. Provide your Aadhaar number and PAN details to apply.,BankingScam,Credit Card Scam
Axis Bank credit alert: Special credit card offer! Submit your details to secure a high limit card.,BankingScam,Credit Card Scam
PNB notice: Eligible for a credit card upgrade. Provide your Aadhaar and PAN details now.,BankingScam,Credit Card Scam
SBI alert: High-limit credit card offer! Submit your Aadhaar and PAN information to apply.,BankingScam,Credit Card Scam
HDFC notification: Exclusive credit card offer available. Provide your details to claim a high limit card.,BankingScam,Credit Card Scam
ICICI message: Your credit card application is pending. Provide Aadhaar and PAN details to apply.,BankingScam,Credit Card Scam
Axis card alert: High-limit credit card offer! Send your Aadhaar and PAN to secure your card.,BankingScam,Credit Card Scam
PNB credit call: Exclusive credit card upgrade offer! Provide your details for a high limit card.,BankingScam,Credit Card Scam
SBI credit notice: Eligible for a high-limit credit card. Provide your Aadhaar and PAN for verification.,BankingScam,Credit Card Scam
HDFC alert: Special credit card offer! Submit your Aadhaar and PAN details to secure a high limit card.,BankingScam,Credit Card Scam
ICICI call: High-limit credit card offer available. Provide your Aadhaar and PAN to apply now.,BankingScam,Credit Card Scam
Axis Bank notice: Credit card upgrade offer! Provide your personal details for a high limit card.,BankingScam,Credit Card Scam
PNB message: Eligible for a credit card with enhanced limit. Provide Aadhaar and PAN details to apply.,BankingScam,Credit Card Scam
SBI alert: High-limit credit card offer! Submit your Aadhaar and PAN information for immediate processing.,BankingScam,Credit Card Scam
HDFC call: Exclusive credit card offer available. Provide your Aadhaar and PAN details to secure your card.,BankingScam,Credit Card Scam
ICICI notification: Apply for a high-limit credit card by sending your Aadhaar and PAN details.,BankingScam,Credit Card Scam
