text,category,sub-category
Delhivery for Nykaa: Package #D2005 not delivered due to documentation error. Pay fee ₹400.,Ecommerce Scam,Delivery Issues Scam
Blue Dart for Tata CLiQ: Package #D2006 undelivered due to customs delay. Pay fee ₹450.,Ecommerce Scam,Delivery Issues Scam
DTDC for Snapdeal: Package #D2007 not delivered due to incorrect address. Pay redelivery fee ₹300.,Ecommerce Scam,Delivery Issues Scam
Ecom Express for Meesho: Package #D2008 undelivered due to shipping error. Pay fee ₹350.,Ecommerce Scam,Delivery Issues Scam
Delhivery on behalf of Amazon: Package #D2009 not delivered due to incorrect address. Pay redelivery fee ₹300.,Ecommerce Scam,Delivery Issues Scam
Blue Dart for Flipkart: Package #D2010 undelivered due to customs charges. Pay fee ₹500.,Ecommerce Scam,Delivery Issues Scam
DTDC for Myntra: Package #D2011 not delivered due to unpaid shipping fee. Pay redelivery fee ₹250.,Ecommerce Scam,Delivery Issues Scam
Ecom Express for Ajio: Package #D2012 undelivered due to address mismatch. Pay redelivery fee ₹350.,Ecommerce Scam,Delivery Issues Scam
Delhivery for Nykaa: Package #D2013 not delivered due to documentation error. Pay fee ₹400.,Ecommerce Scam,Delivery Issues Scam
Blue Dart for Tata CLiQ: Package #D2014 undelivered due to customs delay. Pay fee ₹450.,Ecommerce Scam,Delivery Issues Scam
DTDC for Snapdeal: Package #D2015 not delivered due to incorrect address. Pay redelivery fee ₹300.,Ecommerce Scam,Delivery Issues Scam
Ecom Express for Meesho: Package #D2016 undelivered due to shipping error. Pay fee ₹350.,Ecommerce Scam,Delivery Issues Scam
Delhivery on behalf of Amazon: Package #D2017 not delivered due to incorrect address. Pay redelivery fee ₹300.,Ecommerce Scam,Delivery Issues Scam
Blue Dart for Flipkart: Package #D2018 undelivered due to customs charges. Pay fee ₹500.,Ecommerce Scam,Delivery Issues Scam
DTDC for Myntra: Package #D2019 not delivered due to unpaid shipping fee. Pay redelivery fee ₹250.,Ecommerce Scam,Delivery Issues Scam
Ecom Express for Ajio: Package #D2020 undelivered due to address mismatch. Pay redelivery fee ₹350.,Ecommerce Scam,Delivery Issues Scam
Delhivery for Nykaa: Package #D2021 not delivered due to documentation error. Pay fee ₹400.,Ecommerce Scam,Delivery Issues Scam
Blue Dart for Tata CLiQ: Package #D2022 undelivered due to customs delay. Pay fee ₹450.,Ecommerce Scam,Delivery Issues Scam
DTDC for Snapdeal: Package #D2023 not delivered due to incorrect address. Pay redelivery fee ₹300.,Ecommerce Scam,Delivery Issues Scam
Ecom Express for Meesho: Package #D2024 undelivered due to shipping error. Pay fee ₹350.,Ecommerce Scam,Delivery Issues Scam
Amazon: Refund of ₹1500 for order #3001 pending. Provide bank details to process refund.,Ecommerce Scam,Refund Scam
Flipkart: Refund of ₹1200 for order #3002 pending. Provide credit card details to process refund.,Ecommerce Scam,Refund Scam
Myntra: Refund of ₹800 for order #3003 pending. Provide bank details to process refund.,Ecommerce Scam,Refund Scam
Ajio: Refund of ₹950 for order #3004 pending. Provide Aadhaar and OTP to process refund.,Ecommerce Scam,Refund Scam
Nykaa: Refund of ₹1100 for order #3005 pending. Provide bank details to process refund.,Ecommerce Scam,Refund Scam
Tata CLiQ: Refund of ₹1300 for order #3006 pending. Provide credit card details to process refund.,Ecommerce Scam,Refund Scam
Snapdeal: Refund of ₹700 for order #3007 pending. Provide bank details to process refund.,Ecommerce Scam,Refund Scam
Meesho: Refund of ₹900 for order #3008 pending. Provide Aadhaar and OTP to process refund.,Ecommerce Scam,Refund Scam
Amazon: Refund of ₹1500 for order #3009 pending. Provide bank details to process refund.,Ecommerce Scam,Refund Scam
Flipkart: Refund of ₹1200 for order #3010 pending. Provide credit card details to process refund.,Ecommerce Scam,Refund Scam
Myntra: Refund of ₹800 for order #3011 pending. Provide bank details to process refund.,Ecommerce Scam,Refund Scam
Ajio: Refund of ₹950 for order #3012 pending. Provide Aadhaar and OTP to process refund.,Ecommerce Scam,Refund Scam
Nykaa: Refund of ₹1100 for order #3013 pending. Provide bank details to process refund.,Ecommerce Scam,Refund Scam
Tata CLiQ: Refund of ₹1300 for order #3014 pending. Provide credit card details to process refund.,Ecommerce Scam,Refund Scam
Snapdeal: Refund of ₹700 for order #3015 pending. Provide bank details to process refund.,Ecommerce Scam,Refund Scam
Meesho: Refund of ₹900 for order #3016 pending. Provide Aadhaar and OTP to process refund.,Ecommerce Scam,Refund Scam
Amazon: Refund of ₹1500 for order #3017 pending. Provide bank details to process refund.,Ecommerce Scam,Refund Scam
Flipkart: Refund of ₹1200 for order #3018 pending. Provide credit card details to process refund.,Ecommerce Scam,Refund Scam
Myntra: Refund of ₹800 for order #3019 pending. Provide bank details to process refund.,Ecommerce Scam,Refund Scam
Ajio: Refund of ₹950 for order #3020 pending. Provide Aadhaar and OTP to process refund.,Ecommerce Scam,Refund Scam
Nykaa: Refund of ₹1100 for order #3021 pending. Provide bank details to process refund.,Ecommerce Scam,Refund Scam
Tata CLiQ: Refund of ₹1300 for order #3022 pending. Provide credit card details to process refund.,Ecommerce Scam,Refund Scam
Snapdeal: Refund of ₹700 for order #3023 pending. Provide bank details to process refund.,Ecommerce Scam,Refund Scam
Meesho: Refund of ₹900 for order #3024 pending. Provide Aadhaar and OTP to process refund.,Ecommerce Scam,Refund Scam
Meesho: Confirm interest in 'Smartphone X' with booking fee ₹100 for order #4001.,Ecommerce Scam,Fake Product Listing Scam
Ajio: Confirm interest in 'Designer Shoes' with booking fee ₹150 for order #4002.,Ecommerce Scam,Fake Product Listing Scam
Myntra: Confirm interest in 'Casual Shirt' with booking fee ₹80 for order #4003.,Ecommerce Scam,Fake Product Listing Scam
Nykaa: Confirm interest in 'Beauty Kit' with booking fee ₹50 for order #4004.,Ecommerce Scam,Fake Product Listing Scam
Amazon: Confirm interest in 'Laptop Pro' with booking fee ₹200 for order #4005.,Ecommerce Scam,Fake Product Listing Scam
Flipkart: Confirm interest in 'Bluetooth Headset' with booking fee ₹70 for order #4006.,Ecommerce Scam,Fake Product Listing Scam
Snapdeal: Confirm interest in 'Fitness Band' with booking fee ₹90 for order #4007.,Ecommerce Scam,Fake Product Listing Scam
Meesho: Confirm interest in 'Sunglasses' with booking fee ₹60 for order #4008.,Ecommerce Scam,Fake Product Listing Scam
Ajio: Confirm interest in 'Handbag' with booking fee ₹120 for order #4009.,Ecommerce Scam,Fake Product Listing Scam
Myntra: Confirm interest in 'Wrist Watch' with booking fee ₹110 for order #4010.,Ecommerce Scam,Fake Product Listing Scam
Nykaa: Confirm interest in 'Perfume Set' with booking fee ₹75 for order #4011.,Ecommerce Scam,Fake Product Listing Scam
Amazon: Confirm interest in 'Tablet Z' with booking fee ₹180 for order #4012.,Ecommerce Scam,Fake Product Listing Scam
Flipkart: Confirm interest in 'Gaming Console' with booking fee ₹250 for order #4013.,Ecommerce Scam,Fake Product Listing Scam
Snapdeal: Confirm interest in 'Wireless Earbuds' with booking fee ₹85 for order #4014.,Ecommerce Scam,Fake Product Listing Scam
Meesho: Confirm interest in 'Smartwatch' with booking fee ₹95 for order #4015.,Ecommerce Scam,Fake Product Listing Scam
Ajio: Confirm interest in 'Casual Shoes' with booking fee ₹130 for order #4016.,Ecommerce Scam,Fake Product Listing Scam
Myntra: Confirm interest in 'Jeans' with booking fee ₹70 for order #4017.,Ecommerce Scam,Fake Product Listing Scam
Nykaa: Confirm interest in 'Makeup Kit' with booking fee ₹55 for order #4018.,Ecommerce Scam,Fake Product Listing Scam
Amazon: Confirm interest in '4K TV' with booking fee ₹220 for order #4019.,Ecommerce Scam,Fake Product Listing Scam
Flipkart: Confirm interest in 'Refrigerator' with booking fee ₹300 for order #4020.,Ecommerce Scam,Fake Product Listing Scam
Snapdeal: Confirm interest in 'Washing Machine' with booking fee ₹250 for order #4021.,Ecommerce Scam,Fake Product Listing Scam
Meesho: Confirm interest in 'Microwave Oven' with booking fee ₹150 for order #4022.,Ecommerce Scam,Fake Product Listing Scam
Ajio: Confirm interest in 'Air Conditioner' with booking fee ₹350 for order #4023.,Ecommerce Scam,Fake Product Listing Scam
Myntra: Confirm interest in 'LED Lamp' with booking fee ₹40 for order #4024.,Ecommerce Scam,Fake Product Listing Scam
Nykaa: Confirm interest in 'Skincare Set' with booking fee ₹60 for order #4025.,Ecommerce Scam,Fake Product Listing Scam
Amazon: Confirm interest in 'Smart Speaker' with booking fee ₹90 for order #4026.,Ecommerce Scam,Fake Product Listing Scam
Flipkart: Confirm interest in 'Digital Camera' with booking fee ₹160 for order #4027.,Ecommerce Scam,Fake Product Listing Scam
Snapdeal: Confirm interest in 'Printer' with booking fee ₹140 for order #4028.,Ecommerce Scam,Fake Product Listing Scam
Amazon: Verify your account by providing Aadhaar and OTP.,Ecommerce Scam,Account Verification Scam
"Flipkart: For security, verify your account with Aadhaar and OTP.",Ecommerce Scam,Account Verification Scam
Myntra: Account verification required. Provide Aadhaar and OTP now.,Ecommerce Scam,Account Verification Scam
Ajio: Verify your account immediately with Aadhaar and OTP.,Ecommerce Scam,Account Verification Scam
Nykaa: Security alert! Verify your account using Aadhaar and OTP.,Ecommerce Scam,Account Verification Scam
Tata CLiQ: Please verify your account with Aadhaar and OTP for security.,Ecommerce Scam,Account Verification Scam
Snapdeal: Urgent! Verify your account by providing Aadhaar and OTP.,Ecommerce Scam,Account Verification Scam
Meesho: Confirm your account by submitting Aadhaar and OTP.,Ecommerce Scam,Account Verification Scam
Amazon: Urgent account verification required. Provide Aadhaar and OTP.,Ecommerce Scam,Account Verification Scam
Flipkart: Verify your account now with Aadhaar and OTP.,Ecommerce Scam,Account Verification Scam
"Myntra: For security, confirm your account using Aadhaar and OTP.",Ecommerce Scam,Account Verification Scam
Ajio: Immediate account verification needed. Provide Aadhaar and OTP.,Ecommerce Scam,Account Verification Scam
Nykaa: Your account requires verification. Submit Aadhaar and OTP.,Ecommerce Scam,Account Verification Scam
Tata CLiQ: Verify your account promptly with Aadhaar and OTP.,Ecommerce Scam,Account Verification Scam
Snapdeal: Account flagged. Verify using Aadhaar and OTP immediately.,Ecommerce Scam,Account Verification Scam
Meesho: Confirm your account by providing Aadhaar and OTP now.,Ecommerce Scam,Account Verification Scam
Amazon: Security update needed. Verify your account with Aadhaar and OTP.,Ecommerce Scam,Account Verification Scam
Flipkart: Urgent! Verify your account by submitting Aadhaar and OTP.,Ecommerce Scam,Account Verification Scam
Myntra: Account verification required. Provide Aadhaar and OTP immediately.,Ecommerce Scam,Account Verification Scam
Ajio: Please verify your account now with Aadhaar and OTP.,Ecommerce Scam,Account Verification Scam
Nykaa: Confirm your account security by providing Aadhaar and OTP.,Ecommerce Scam,Account Verification Scam
Tata CLiQ: Immediate account verification needed. Submit Aadhaar and OTP.,Ecommerce Scam,Account Verification Scam
Snapdeal: Verify your account promptly using Aadhaar and OTP.,Ecommerce Scam,Account Verification Scam
"Meesho: For security reasons, verify your account with Aadhaar and OTP.",Ecommerce Scam,Account Verification Scam
Amazon: Urgent account check. Provide Aadhaar and OTP for verification.,Ecommerce Scam,Account Verification Scam
Flipkart: Your account requires immediate verification. Submit Aadhaar and OTP.,Ecommerce Scam,Account Verification Scam
Myntra: Verify your account now by providing Aadhaar and OTP.,Ecommerce Scam,Account Verification Scam
Ajio: Account verification needed. Provide Aadhaar and OTP immediately.,Ecommerce Scam,Account Verification Scam
"Flipkart: Quality check for order #5001. If unsatisfied, provide bank details for refund.",Ecommerce Scam,Quality Check Scam
"Amazon: Quality check call for order #5002. If not satisfied, provide bank details for refund.",Ecommerce Scam,Quality Check Scam
Myntra: Verify product quality for order #5003. Provide bank details for refund if needed.,Ecommerce Scam,Quality Check Scam
Ajio: Quality check required for order #5004. Provide bank details for refund if unsatisfied.,Ecommerce Scam,Quality Check Scam
"Nykaa: Quality check for order #5005. If issues, provide bank details for refund.",Ecommerce Scam,Quality Check Scam
Tata CLiQ: Call for quality check on order #5006. Provide bank details for refund if necessary.,Ecommerce Scam,Quality Check Scam
Snapdeal: Quality check inquiry for order #5007. Provide bank details for refund if not satisfied.,Ecommerce Scam,Quality Check Scam
Meesho: Quality check call for order #5008. Provide bank details for refund if needed.,Ecommerce Scam,Quality Check Scam
"Flipkart: Quality check for order #5009. If unsatisfied, provide bank details for refund.",Ecommerce Scam,Quality Check Scam
"Amazon: Quality check call for order #5010. If issues, provide bank details for refund.",Ecommerce Scam,Quality Check Scam
Myntra: Quality check inquiry for order #5011. Provide bank details for refund if necessary.,Ecommerce Scam,Quality Check Scam
Ajio: Quality check for order #5012. Provide bank details for refund if not satisfied.,Ecommerce Scam,Quality Check Scam
"Nykaa: Quality check call for order #5013. If issues, provide bank details for refund.",Ecommerce Scam,Quality Check Scam
Tata CLiQ: Quality check for order #5014. Provide bank details for refund if needed.,Ecommerce Scam,Quality Check Scam
Snapdeal: Quality check inquiry for order #5015. Provide bank details for refund if unsatisfied.,Ecommerce Scam,Quality Check Scam
Meesho: Quality check call for order #5016. Provide bank details for refund if necessary.,Ecommerce Scam,Quality Check Scam
"Flipkart: Quality check for order #5017. If unsatisfied, provide bank details for refund.",Ecommerce Scam,Quality Check Scam
"Amazon: Quality check call for order #5018. If issues, provide bank details for refund.",Ecommerce Scam,Quality Check Scam
Myntra: Quality check inquiry for order #5019. Provide bank details for refund if needed.,Ecommerce Scam,Quality Check Scam
Ajio: Quality check for order #5020. Provide bank details for refund if not satisfied.,Ecommerce Scam,Quality Check Scam
"Nykaa: Quality check call for order #5021. If issues, provide bank details for refund.",Ecommerce Scam,Quality Check Scam
Tata CLiQ: Quality check for order #5022. Provide bank details for refund if necessary.,Ecommerce Scam,Quality Check Scam
Snapdeal: Quality check inquiry for order #5023. Provide bank details for refund if unsatisfied.,Ecommerce Scam,Quality Check Scam
Meesho: Quality check call for order #5024. Provide bank details for refund if needed.,Ecommerce Scam,Quality Check Scam
"Flipkart: Quality check for order #5025. If unsatisfied, provide bank details for refund.",Ecommerce Scam,Quality Check Scam
"Amazon: Quality check call for order #5026. If issues, provide bank details for refund.",Ecommerce Scam,Quality Check Scam
Myntra: Quality check inquiry for order #5027. Provide bank details for refund if necessary.,Ecommerce Scam,Quality Check Scam
Ajio: Quality check for order #5028. Provide bank details for refund if not satisfied.,Ecommerce Scam,Quality Check Scam
Urgent: Tata CLiQ: Issue with order #6001. Provide payment details immediately.,Ecommerce Scam,Miscellaneous Scam
Urgent: Nykaa: Problem with order #6002. Provide bank details immediately.,Ecommerce Scam,Miscellaneous Scam
Alert: Amazon: Issue with order #6003. Provide credit card details immediately.,Ecommerce Scam,Miscellaneous Scam
Alert: Flipkart: Problem with order #6004. Provide UPI ID immediately.,Ecommerce Scam,Miscellaneous Scam
Urgent: Myntra: Issue with order #6005. Provide payment details immediately.,Ecommerce Scam,Miscellaneous Scam
Alert: Ajio: Problem with order #6006. Provide bank details immediately.,Ecommerce Scam,Miscellaneous Scam
Urgent: Tata CLiQ: Issue with order #6007. Provide credit card details immediately.,Ecommerce Scam,Miscellaneous Scam
Alert: Snapdeal: Problem with order #6008. Provide UPI ID immediately.,Ecommerce Scam,Miscellaneous Scam
Urgent: Meesho: Issue with order #6009. Provide payment details immediately.,Ecommerce Scam,Miscellaneous Scam
Alert: Amazon: Problem with order #6010. Provide bank details immediately.,Ecommerce Scam,Miscellaneous Scam
Urgent: Flipkart: Issue with order #6011. Provide credit card details immediately.,Ecommerce Scam,Miscellaneous Scam
Alert: Myntra: Problem with order #6012. Provide UPI ID immediately.,Ecommerce Scam,Miscellaneous Scam
Urgent: Ajio: Issue with order #6013. Provide payment details immediately.,Ecommerce Scam,Miscellaneous Scam
Alert: Nykaa: Problem with order #6014. Provide bank details immediately.,Ecommerce Scam,Miscellaneous Scam
Urgent: Tata CLiQ: Issue with order #6015. Provide credit card details immediately.,Ecommerce Scam,Miscellaneous Scam
Alert: Snapdeal: Problem with order #6016. Provide UPI ID immediately.,Ecommerce Scam,Miscellaneous Scam
Urgent: Meesho: Issue with order #6017. Provide payment details immediately.,Ecommerce Scam,Miscellaneous Scam
Alert: Amazon: Problem with order #6018. Provide bank details immediately.,Ecommerce Scam,Miscellaneous Scam
Urgent: Flipkart: Issue with order #6019. Provide credit card details immediately.,Ecommerce Scam,Miscellaneous Scam
Alert: Myntra: Problem with order #6020. Provide UPI ID immediately.,Ecommerce Scam,Miscellaneous Scam
Urgent: Ajio: Issue with order #6021. Provide payment details immediately.,Ecommerce Scam,Miscellaneous Scam
Alert: Nykaa: Problem with order #6022. Provide bank details immediately.,Ecommerce Scam,Miscellaneous Scam
Urgent: Tata CLiQ: Issue with order #6023. Provide credit card details immediately.,Ecommerce Scam,Miscellaneous Scam
Alert: Snapdeal: Problem with order #6024. Provide UPI ID immediately.,Ecommerce Scam,Miscellaneous Scam
Urgent: Meesho: Issue with order #6025. Provide payment details immediately.,Ecommerce Scam,Miscellaneous Scam
Alert: Amazon: Problem with order #6026. Provide bank details immediately.,Ecommerce Scam,Miscellaneous Scam
Urgent: Flipkart: Issue with order #6027. Provide credit card details immediately.,Ecommerce Scam,Miscellaneous Scam
Alert: Myntra: Problem with order #6028. Provide UPI ID immediately.,Ecommerce Scam,Miscellaneous Scam
Urgent: Ajio: Issue with order #6029. Provide payment details immediately.,Ecommerce Scam,Miscellaneous Scam
Alert: Nykaa: Problem with order #6030. Provide bank details immediately.,Ecommerce Scam,Miscellaneous Scam
Urgent: Tata CLiQ: Issue with order #6031. Provide credit card details immediately.,Ecommerce Scam,Miscellaneous Scam
Alert: Snapdeal: Problem with order #6032. Provide UPI ID immediately.,Ecommerce Scam,Miscellaneous Scam
Amazon: Order #7001 confirmed for 'Wireless Mouse'. Estimated delivery: 2025-02-10.,legitimate,legitimate
Flipkart: Order #7002 confirmed for 'LED TV'. Estimated delivery: 2025-02-11.,legitimate,legitimate
Myntra: Order #7003 confirmed for 'Casual Shirt'. Estimated delivery: 2025-02-12.,legitimate,legitimate
Ajio: Order #7004 confirmed for 'Designer Jeans'. Estimated delivery: 2025-02-13.,legitimate,legitimate
Nykaa: Order #7005 confirmed for 'Beauty Kit'. Estimated delivery: 2025-02-14.,legitimate,legitimate
Tata CLiQ: Order #7006 confirmed for 'Smartphone'. Estimated delivery: 2025-02-15.,legitimate,legitimate
Snapdeal: Order #7007 confirmed for 'Fitness Band'. Estimated delivery: 2025-02-16.,legitimate,legitimate
Meesho: Order #7008 confirmed for 'Handbag'. Estimated delivery: 2025-02-17.,legitimate,legitimate
Amazon: Order #7009 confirmed for 'Bluetooth Speaker'. Estimated delivery: 2025-02-18.,legitimate,legitimate
Flipkart: Order #7010 confirmed for 'Gaming Console'. Estimated delivery: 2025-02-19.,legitimate,legitimate
Myntra: Order #7011 confirmed for 'Sneakers'. Estimated delivery: 2025-02-20.,legitimate,legitimate
Ajio: Order #7012 confirmed for 'Wrist Watch'. Estimated delivery: 2025-02-21.,legitimate,legitimate
Nykaa: Order #7013 confirmed for 'Perfume'. Estimated delivery: 2025-02-22.,legitimate,legitimate
Tata CLiQ: Order #7014 confirmed for 'Tablet'. Estimated delivery: 2025-02-23.,legitimate,legitimate
Snapdeal: Order #7015 confirmed for 'Laptop'. Estimated delivery: 2025-02-24.,legitimate,legitimate
Meesho: Order #7016 confirmed for 'Dress'. Estimated delivery: 2025-02-25.,legitimate,legitimate
Amazon: Order #7017 confirmed for 'Smartwatch'. Estimated delivery: 2025-02-26.,legitimate,legitimate
Flipkart: Order #7018 confirmed for 'Refrigerator'. Estimated delivery: 2025-02-27.,legitimate,legitimate
Myntra: Order #7019 confirmed for 'Jacket'. Estimated delivery: 2025-02-28.,legitimate,legitimate
Ajio: Order #7020 confirmed for 'Shoes'. Estimated delivery: 2025-03-01.,legitimate,legitimate
Nykaa: Order #7021 confirmed for 'Skincare Set'. Estimated delivery: 2025-03-02.,legitimate,legitimate
Tata CLiQ: Order #7022 confirmed for 'Camera'. Estimated delivery: 2025-03-03.,legitimate,legitimate
Snapdeal: Order #7023 confirmed for 'Printer'. Estimated delivery: 2025-03-04.,legitimate,legitimate
Meesho: Order #7024 confirmed for 'Sunglasses'. Estimated delivery: 2025-03-05.,legitimate,legitimate
Amazon: Order #7025 confirmed for 'Earphones'. Estimated delivery: 2025-03-06.,legitimate,legitimate
Flipkart: Order #7026 confirmed for 'Monitor'. Estimated delivery: 2025-03-07.,legitimate,legitimate
Myntra: Order #7027 confirmed for 'T-shirt'. Estimated delivery: 2025-03-08.,legitimate,legitimate
Ajio: Order #7028 confirmed for 'Formal Shirt'. Estimated delivery: 2025-03-09.,legitimate,legitimate
Nykaa: Order #7029 confirmed for 'Lipstick'. Estimated delivery: 2025-03-10.,legitimate,legitimate
Tata CLiQ: Order #7030 confirmed for 'Air Conditioner'. Estimated delivery: 2025-03-11.,legitimate,legitimate
Snapdeal: Order #7031 confirmed for 'Microwave'. Estimated delivery: 2025-03-12.,legitimate,legitimate
Meesho: Order #7032 confirmed for 'Bag'. Estimated delivery: 2025-03-13.,legitimate,legitimate
Amazon: Order #7033 confirmed for 'Keyboard'. Estimated delivery: 2025-03-14.,legitimate,legitimate
Flipkart: Order #7034 confirmed for 'Mouse'. Estimated delivery: 2025-03-15.,legitimate,legitimate
Myntra: Order #7035 confirmed for 'Cap'. Estimated delivery: 2025-03-16.,legitimate,legitimate
Ajio: Order #7036 confirmed for 'Scarf'. Estimated delivery: 2025-03-17.,legitimate,legitimate
Nykaa: Order #7037 confirmed for 'Nail Polish'. Estimated delivery: 2025-03-18.,legitimate,legitimate
Tata CLiQ: Order #7038 confirmed for 'Smart TV'. Estimated delivery: 2025-03-19.,legitimate,legitimate
Snapdeal: Order #7039 confirmed for 'Router'. Estimated delivery: 2025-03-20.,legitimate,legitimate
Meesho: Order #7040 confirmed for 'Printer Ink'. Estimated delivery: 2025-03-21.,legitimate,legitimate
Flipkart: Package #T8001 shipped. Expected delivery: 2025-03-22.,legitimate,legitimate
Amazon: Package #T8002 shipped. Expected delivery: 2025-03-23.,legitimate,legitimate
Myntra: Package #T8003 shipped. Expected delivery: 2025-03-24.,legitimate,legitimate
Ajio: Package #T8004 shipped. Expected delivery: 2025-03-25.,legitimate,legitimate
Nykaa: Package #T8005 shipped. Expected delivery: 2025-03-26.,legitimate,legitimate
Tata CLiQ: Package #T8006 shipped. Expected delivery: 2025-03-27.,legitimate,legitimate
Snapdeal: Package #T8007 shipped. Expected delivery: 2025-03-28.,legitimate,legitimate
Meesho: Package #T8008 shipped. Expected delivery: 2025-03-29.,legitimate,legitimate
Flipkart: Package #T8009 shipped. Expected delivery: 2025-03-30.,legitimate,legitimate
Amazon: Package #T8010 shipped. Expected delivery: 2025-03-31.,legitimate,legitimate
Myntra: Package #T8011 shipped. Expected delivery: 2025-04-01.,legitimate,legitimate
Ajio: Package #T8012 shipped. Expected delivery: 2025-04-02.,legitimate,legitimate
Nykaa: Package #T8013 shipped. Expected delivery: 2025-04-03.,legitimate,legitimate
Tata CLiQ: Package #T8014 shipped. Expected delivery: 2025-04-04.,legitimate,legitimate
Snapdeal: Package #T8015 shipped. Expected delivery: 2025-04-05.,legitimate,legitimate
Meesho: Package #T8016 shipped. Expected delivery: 2025-04-06.,legitimate,legitimate
Flipkart: Package #T8017 shipped. Expected delivery: 2025-04-07.,legitimate,legitimate
Amazon: Package #T8018 shipped. Expected delivery: 2025-04-08.,legitimate,legitimate
Myntra: Package #T8019 shipped. Expected delivery: 2025-04-09.,legitimate,legitimate
Ajio: Package #T8020 shipped. Expected delivery: 2025-04-10.,legitimate,legitimate
Nykaa: Package #T8021 shipped. Expected delivery: 2025-04-11.,legitimate,legitimate
Tata CLiQ: Package #T8022 shipped. Expected delivery: 2025-04-12.,legitimate,legitimate
Snapdeal: Package #T8023 shipped. Expected delivery: 2025-04-13.,legitimate,legitimate
Meesho: Package #T8024 shipped. Expected delivery: 2025-04-14.,legitimate,legitimate
Flipkart: Package #T8025 shipped. Expected delivery: 2025-04-15.,legitimate,legitimate
Amazon: Package #T8026 shipped. Expected delivery: 2025-04-16.,legitimate,legitimate
Myntra: Package #T8027 shipped. Expected delivery: 2025-04-17.,legitimate,legitimate
Ajio: Package #T8028 shipped. Expected delivery: 2025-04-18.,legitimate,legitimate
