text,category,sub-category
Cyber Crime Cell calling. Someone has filed a complaint against you. Settle it now.,GovernmentImpersonation,police
Police calling. You are under surveillance. Give information to avoid arrest.,GovernmentImpersonation,police
Cyber Police: Your internet activity is suspicious. Pay us to avoid action.,GovernmentImpersonation,police
Police calling. We have a witness against you. Pay to make it disappear.,GovernmentImpersonation,police
Cyber Crime Cell calling. Your personal data has been leaked. Pay us to protect it.,GovernmentImpersonation,police
Police calling. You are a suspect in a cyber fraud case. Pay us to clear your name.,GovernmentImpersonation,police
Cyber Police: Your device is infected with malware. Pay us to remove it.,GovernmentImpersonation,police
Police calling. We have evidence of your involvement in a crime. Pay us to make it disappear.,GovernmentImpersonation,police
Cyber Crime Cell calling. Your online transactions are being monitored. Pay us to stop.,GovernmentImpersonation,police
Police calling. We have a warrant for your property. Pay us to avoid seizure.,GovernmentImpersonation,police
Cyber Police: Your IP address has been flagged for illegal activities. Pay us to avoid further action.,GovernmentImpersonation,police
Police calling. We are conducting a raid on your house. Pay us to avoid it.,GovernmentImpersonation,police
Cyber Crime Cell calling. Your social media account has been hacked. Pay us to restore it.,GovernmentImpersonation,police
Police calling. We have information about your illegal activities. Pay us to keep it secret.,GovernmentImpersonation,police
Cyber Police: Your online identity has been stolen. Pay us to recover it.,GovernmentImpersonation,police
Police calling. We are investigating a case of extortion. Pay us to avoid being implicated.,GovernmentImpersonation,police
Cyber Crime Cell calling. Your online reputation is at risk. Pay us to protect it.,GovernmentImpersonation,police
Police calling. We have a witness who can testify against you. Pay us to silence them.,GovernmentImpersonation,police
Cyber Police: Your online accounts are vulnerable to hacking. Pay us to secure them.,GovernmentImpersonation,police
Police calling. We are conducting a sting operation. Pay us to avoid being caught.,GovernmentImpersonation,police
Cyber Crime Cell calling. Your online privacy has been compromised. Pay us to restore it.,GovernmentImpersonation,police
Police calling. We have information about your past crimes. Pay us to keep it buried.,GovernmentImpersonation,police
Cyber Police: Your online activity is under investigation. Pay us to avoid charges.,GovernmentImpersonation,police
Police calling. We are about to arrest someone close to you. Pay us to protect them.,GovernmentImersonation,police
Cyber Crime Cell calling. Your online safety is at risk. Pay us to ensure it.,GovernmentImpersonation,police
Police calling. We have evidence of your involvement in a conspiracy. Pay us to make it disappear.,GovernmentImpersonation,police
Cyber Police: Your online presence is being monitored. Pay us to avoid scrutiny.,GovernmentImpersonation,police
Police calling. We are planning a major operation. Pay us to avoid being targeted.,GovernmentImpersonation,police
Cyber Crime Cell calling. Your online data is being sold on the dark web. Pay us to remove it.,GovernmentImpersonation,police
Police calling. We have a list of your accomplices. Pay us to protect them.,GovernmentImpersonation,police
Cyber Police: Your online activity is being tracked by hackers. Pay us to secure your accounts.,GovernmentImpersonation,police
Police calling. We are conducting a secret investigation. Pay us to stay off our radar.,GovernmentImpersonation,police
Cyber Crime Cell calling. Your online identity is being used for fraud. Pay us to stop it.,GovernmentImpersonation,police
Police calling. We have information about your secret life. Pay us to keep it confidential.,GovernmentImpersonation,police
Cyber Police: Your online information is being used to blackmail you. Pay us to prevent it.,GovernmentImpersonation,police
Police calling. We are about to expose your wrongdoings. Pay us to keep it quiet.,GovernmentImpersonation,police
Cyber Crime Cell calling. Your online activity is attracting unwanted attention. Pay us to make it stop.,GovernmentImpersonation,police
Police calling. We have evidence of your corruption. Pay us to make it disappear.,GovernmentImpersonation,police
Cyber Police: Your online accounts are being targeted by cybercriminals. Pay us to protect them.,GovernmentImpersonation,police
Police calling. We are planning a major crackdown. Pay us to avoid being caught in the crossfire.,GovernmentImpersonation,police
Cyber Crime Cell calling. Your online data is being sold to the highest bidder. Pay us to remove it.,GovernmentImpersonation,police
Police calling. We have a list of your enemies. Pay us to protect you from them.,GovernmentImpersonation,police
Cyber Police: Your online activity is being monitored by foreign governments. Pay us to secure your accounts.,GovernmentImpersonation,police
Police calling. We are conducting a covert operation. Pay us to stay out of our way.,GovernmentImpersonation,police
Cyber Crime Cell calling. Your online identity is being used to commit crimes. Pay us to stop it.,GovernmentImpersonation,police
Police calling. We have information about your secret desires. Pay us to keep it confidential.,GovernmentImpersonation,police
Cyber Police: Your online information is being used to extort you. Pay us to prevent it.,GovernmentImpersonation,police
Police calling. We are about to reveal your true identity. Pay us to keep it a secret.,GovernmentImpersonation,police
Cyber Crime Cell calling. Your online activity is attracting dangerous individuals. Pay us to make it stop.,GovernmentImpersonation,police
Police calling. We have evidence of your hidden assets. Pay us to make it disappear.,GovernmentImpersonation,police
Cyber Police: Your online accounts are being targeted by spies. Pay us to protect them.,GovernmentImpersonation,police
Police calling. We are planning a major sting operation. Pay us to avoid being implicated.,GovernmentImpersonation,police
Cyber Crime Cell calling. Your online data is being used to manipulate you. Pay us to remove it.,GovernmentImpersonation,police
Police calling. We have a list of your secret admirers. Pay us to protect you from them.,GovernmentImpersonation,police
